url,posted_date,letter_date,company,issuing_office,subject
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smokecignals-llc-614414-04232021,04/30/2021,04/23/2021,Smokecignals LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rocky-top-vapor-llc-614206-04092021,04/30/2021,04/09/2021,"Rocky Top Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaporbombcom-613741-04092021,04/30/2021,04/09/2021,VaporBombCOM,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/simplyejuice-llc-dba-simply-e-juice-614415-04232021,04/30/2021,04/23/2021,"SIMPLYEJUICE, LLC d/b/a Simply E-Juice",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/exela-pharma-sciences-llc-611316-04082021,04/27/2021,04/08/2021,Exela Pharma Sciences LLC,"Office of Pharmaceutical Quality Operations, Division II",Unapproved New Drug/Compounding/Misbranding
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diy-vapor-supply-llc-614404-04232021,04/27/2021,04/23/2021,DIY Vapor Supply LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/joe-wise-pharmacy-inc-dba-wise-pharmacy-613927-04152021,04/27/2021,04/15/2021,"Joe Wise Pharmacy, Inc., dba Wise Pharmacy",Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/k-k-distribution-inc-612767-04152021,04/27/2021,04/15/2021,"K & K Distribution, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/electric-freedom-inc-dba-crown7-614455-04232021,04/27/2021,04/23/2021,Electric Freedom Inc dba Crown7,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/groupe-cyrenne-inc-dba-homeoanimal-613008-04082021,04/27/2021,04/08/2021,Groupe Cyrenne Inc. dba HomeoAnimal,Center for Veterinary Medicine,Unapproved New Animal Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/proper-nutrition-inc-612435-04202021,04/27/2021,04/20/2021,Proper Nutrition Inc.,Human and Animal Food Division II East,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-inc-dba-asp-cares-604003-04052021,04/27/2021,04/05/2021,"American Specialty Pharmacy, Inc. dba ASP Cares","Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/orphic-nutrition-612470-04132021,04/27/2021,04/13/2021,Orphic Nutrition,Office of Human and Animal Food Operations –West Division 5,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kv-liquids-llc-614424-04232021,04/27/2021,04/23/2021,KV Liquids LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmacygeoffmd-614055-04152021,04/27/2021,04/15/2021,pharmacygeoff.md,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sky-global-food-inc-613090-03242021,04/20/2021,03/24/2021,Sky Global Food Inc,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hou-fu-biotech-611644-jiangsu-co-ltd,04/20/2021,04/12/2021,"Hou Fu Biotech - Jiangsu Co., Ltd",Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-convenience-tobacco-llc-dba-luckys-vape-smoke-shop-614158-04162021,04/16/2021,04/16/2021,"Lucky's Convenience & Tobacco, LLC dba Lucky's Vape & Smoke Shop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-vape-smoke-ii-614299-04162021,04/16/2021,04/16/2021,Luckys Vape & Smoke II,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-vape-lounge-llc-614059-04152021,04/16/2021,04/15/2021,Lucky's Vape Lounge LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nice-guys-distributing-614147-04152021,04/15/2021,04/15/2021,Nice Guys Distributing,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/block-scientific-609533-03182021,04/15/2021,03/18/2021,Block Scientific,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tresmonet-technologies-inc-tm-testing-inc-dba-tm-technologies-inctm-labs-610158-03242021,04/15/2021,03/24/2021,"Tresmonet Technologies, Inc., TM Testing, Inc. dba TM Technologies, Inc./TM Labs",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sethi-laboratories-611628-04062021,04/15/2021,04/06/2021,Sethi Laboratories,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ikcon-investments-inc-dba-ikcon-medical-609791-03252021,04/15/2021,03/25/2021,"Ikcon Investments, Inc dba Ikcon Medical",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fast-masks-usa-llc-612088-03262021,04/15/2021,03/26/2021,Fast Masks USA LLC,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trinity-natural-health-pain-management-inc-614007-04132021,04/14/2021,04/13/2021,"Trinity Natural Health & Pain Management, Inc.",Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/oregon-vapor-llc-614196-04092021,04/13/2021,04/09/2021,Oregon Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hi-lyfe-vaporz-614186-04092021,04/13/2021,04/09/2021,Hi Lyfe Vaporz,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/roque-plast-sa-de-cv-609492-04092021,04/13/2021,04/09/2021,Roque Plast S.A. de C.V.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flavor-concepts-llc-614179-04092021,04/13/2021,04/09/2021,Flavor Concepts LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/legend-vapor-inc-dba-legend-vapor-614222-04092021,04/13/2021,04/09/2021,"Legend Vapor, Inc. d/b/a Legend Vapor",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/proquimes-s-productos-quimicos-especializados-sa-610069-04052021,04/13/2021,04/05/2021,Proquimes S A Productos Quimicos Especializados S.A.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/northwest-vapors-llc-614219-04092021,04/13/2021,04/09/2021,Northwest Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ljs-e-smokes-llc-614221-04092021,04/13/2021,04/09/2021,LJ's E-Smokes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jash-international-inc-613878-04062021,04/13/2021,04/06/2021,"Jash International, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mym-hidrominerales-sa-de-cv-610066-04092021,04/13/2021,04/09/2021,MYM Hidrominerales S.A. de C.V.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maison-terre-llc-610315-04012021,04/13/2021,04/01/2021,"Maison Terre, LLC","Office of Pharmaceutical Quality Operations, Division II","Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated"
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/str8vape-614115-04082021,04/08/2021,04/08/2021,Str8Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/xtreme-vapour-614114-04082021,04/08/2021,04/08/2021,Xtreme Vapour,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/about-mineral-613984-04072021,04/08/2021,04/07/2021,About Mineral,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/allure-imports-613211-04072021,04/08/2021,04/07/2021,Allure Imports,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/neoingenium-labs-sa-de-cv-610499-03312021,04/06/2021,03/31/2021,"Neoingenium Labs, SA de CV",Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/imad-international-llc-613268-03292021,04/06/2021,03/29/2021,"IMAD International, LLC",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rpk-pharmaceuticals-inc-613400-03262021,04/06/2021,03/26/2021,RPK Pharmaceuticals Inc.,Center for Drug Evaluation and Research,Failure to Comply with Drug Listing Requirements/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/super-vapez-614054-04052021,04/05/2021,04/05/2021,Super Vape'z,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/van-howling-enterprise-llc-dba-driftwood-vapor-614067-04052021,04/05/2021,04/05/2021,Van Howling Enterprise LLC d/b/a Driftwood Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natural-adventure-llc-612267-04012021,04/02/2021,04/01/2021,"Natural Adventure, LLC",Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kealani-distribution-llcviolet-vapor-llc-614008-03262021,04/01/2021,03/26/2021,Kealani Distribution LLC/Violet Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapors-gold-llc-614075-03262021,04/01/2021,03/26/2021,Vapors Gold LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/voltage-vapor-shop-llc-614010-03262021,04/01/2021,03/26/2021,Voltage Vapor Shop LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/juice-bar-613982-03302021,03/30/2021,03/30/2021,The Juice Bar,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anna-health-llc-613294-03162021,03/30/2021,03/16/2021,"Anna Health, LLC",Division of Human and Animal Food Operations East IV,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/duoc-thao-tre-xanh-llc-611685-03162021,03/30/2021,03/16/2021,"Duoc Thao Tre Xanh, LLC",Division of Human and Animal Food Operations East IV,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/distribuidora-lagunera-del-norte-sa-de-cv-610939-03232021,03/30/2021,03/23/2021,Distribuidora Lagunera del Norte S.A. de C.V.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/grand-vapors-613962-03262021,03/30/2021,03/26/2021,Grand Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trippo-international-llc-612586-03102021,03/30/2021,03/10/2021,Trippo International LLC,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nicoticket-llc-613994-03262021,03/30/2021,03/26/2021,Nicoticket LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bouji-moj-oyeeb-inc-dba-mastermix-e-liquid-613971-03262021,03/30/2021,03/26/2021,"Bouji Moj Oyeeb, Inc. d/b/a MasterMix E-Liquid",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kidney-puncher-llc-613684-03262021,03/30/2021,03/26/2021,Kidney Puncher LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/planet-vapor-613969-03262021,03/30/2021,03/26/2021,Planet Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rnj-field-inc-dba-thunderhead-corporation-fife-613964-03262021,03/30/2021,03/26/2021,RNJ Field Inc d/b/a Thunderhead Corporation Fife,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/global-trade-bridge-corporation-612898-03252021,03/30/2021,03/25/2021,Global Trade Bridge Corporation,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lipotriad-llc-612206-03192021,03/30/2021,03/19/2021,Lipotriad LLC,Division of Human and Animal Food Operations East II,New Drug/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morin-enterprises-inc-dba-ecig-crib-614011-03262021,03/30/2021,03/26/2021,Morin Enterprises Inc. d/b/a Ecig Crib,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/realistic-wireless-inc-dba-vintage-vapors-613812-03252021,03/25/2021,03/25/2021,Realistic Wireless Inc d/b/a Vintage Vapors,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pyrless-group-llc-dba-dr-fitt-611424-01252021,03/23/2021,01/25/2021,"PYRLess Group, LLC dba Dr. Fitt",Center for Food Safety and Applied Nutrition,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/depq-internacional-s-de-rl-de-cv-608871-03182021,03/23/2021,03/18/2021,DEPQ Internacional S. de R.L de C.V.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aman-kapoor-612711-03102021,03/23/2021,03/10/2021,Aman Kapoor In,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/panther-james-llc-610082-03052021,03/23/2021,03/05/2021,Panther James LLC,Division of Human and Animal Food Operations East VI,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biolyte-laboratories-llc-603584-03182021,03/22/2021,03/18/2021,"BioLyte Laboratories, LLC",Division of Pharmaceutical Quality Operations III,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/honest-globe-inc-597177-03152021,03/22/2021,03/15/2021,"Honest Globe, Inc.",Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-tech-hawaii-inc-613723-03192021,03/19/2021,03/19/2021,"Vapor Tech Hawaii, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaporium-613654-03192021,03/19/2021,03/19/2021,The Vaporium,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-outlet-inc-dba-union-hills-vape-shop-613760-03192021,03/19/2021,03/19/2021,Vapor Outlet Inc d/b/a Union Hills Vape Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-new-iberia-613730-03162021,03/16/2021,03/16/2021,Little Town Vaping d/b/a Swamp Vapor New Iberia,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-lafayette-613545-03162021,03/16/2021,03/16/2021,Little Town Vaping d/b/a Swamp Vapor Lafayette,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/little-town-vaping-dba-swamp-vapor-613534-03162021,03/16/2021,03/16/2021,Little Town Vaping d/b/a Swamp Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dibar-nutricional-s-de-rl-de-cv-610444-03102021,03/16/2021,03/10/2021,Dibar Nutricional S. de R.L. de C.V.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/albek-de-mexico-sa-de-cv-609202-03112021,03/16/2021,03/11/2021,Albek de Mexico S.A. de C.V.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/foshan-biours-biosciences-co-ltd-611319-03102021,03/16/2021,03/10/2021,"Foshan Biours Biosciences Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-weifa-technology-co-ltd-609828-03112021,03/16/2021,03/11/2021,"Shenzhen Weifa Technology Co., Ltd",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ravenscroft-apothecary-inc-dba-ravenscroft-escentials-613639-03122021,03/15/2021,03/12/2021,"Ravenscroft Apothecary, Inc. DBA Ravenscroft Escentials",Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapinusa-wi-llc-dba-vapinusa-613740-03122021,03/12/2021,03/12/2021,VapinUSA WI LLC d/b/a VapinUSA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cloudchasor-llc-613129-03122021,03/12/2021,03/12/2021,Cloudchasor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dieselbycg-hometown-vape-lounge-613741-03122021,03/12/2021,03/12/2021,Dieselbycg-Hometown Vape Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-lab-vapors-llc-613746-03122021,03/12/2021,03/12/2021,"Blue Lab Vapors, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/revolution-vapor-llc-613743-03122021,03/12/2021,03/12/2021,Revolution Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-cigs-llc-613742-03122021,03/12/2021,03/12/2021,Vapor Cigs LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/boardwalk-elixir-llc-613738-03122021,03/12/2021,03/12/2021,"Boardwalk Elixir, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/philosophers-stone-llc-613737-03122021,03/12/2021,03/12/2021,"The Philosopher's Stone, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tooters-vape-shop-613735-03122021,03/12/2021,03/12/2021,Tooters Vape Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor-springs-llc-613744-03122021,03/12/2021,03/12/2021,Vapor Springs LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/clean-vape-613733-03122021,03/12/2021,03/12/2021,The Clean Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vegas-vapor-emporium-613745-03122021,03/12/2021,03/12/2021,Vegas Vapor Emporium,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-911-llc-613691-03122021,03/12/2021,03/12/2021,VAPE 911 LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cannafyl-611957-03012021,03/09/2021,03/01/2021,Cannafyl,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gaza-proveedora-de-servicios-de-hospedaje-y-alimentacion-611881-03012021,03/09/2021,03/01/2021,Gaza Proveedora De Servicios De Hospedaje Y Alimentacion,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/marco-antonio-rodriguez-fierro-610110-03012021,03/09/2021,03/01/2021,Marco Antonio Rodriguez Fierro,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/plasticos-las-palmas-sa-de-cv-609475-03012021,03/09/2021,03/01/2021,"Plasticos Las Palmas, S.A. de C.V",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/evelyn-lopez-brignoni-md-612542-03022021,03/09/2021,03/02/2021,"Evelyn Lopez-Brignoni, M.D.",Center for Drug Evaluation and Research,Clinical Investigator
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cama-wellness-centeriodorios-company-llc-613185-03052021,03/08/2021,03/05/2021,"CAMA Wellness Center/IodoRios Company, LLC",Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/creativestar-solutions-613535-03042021,03/05/2021,03/04/2021,CreativeStar Solutions,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/westminster-international-ltd-613566-03042021,03/05/2021,03/04/2021,Westminster International Ltd,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/workswell-group-sro-613567-03042021,03/05/2021,03/04/2021,Workswell Group s.r.o.,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/opgal-optronic-industries-ltd-613562-03042021,03/04/2021,03/04/2021,Opgal Optronic Industries Ltd.,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shenzhen-sunell-technology-corporation-613563-03042021,03/04/2021,03/04/2021,Shenzhen Sunell Technology Corporation,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/thermavis-613564-03042021,03/04/2021,03/04/2021,Thermavis,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/thermoteknix-system-limited-613565-03042021,03/04/2021,03/04/2021,Thermoteknix System Limited,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dubak-electrical-group-613511-03042021,03/04/2021,03/04/2021,Dubak Electrical Group,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
